desarrollador,oferta,fuente,localidad,precio_min,precio_max,fecha_consulta,lat,lon,precio,mts_const,direccion,bathrooms,recamaras,colonia,size,descripcion,superficie,colloc,precio_m2
,casa en norte de merida chuburna de hidalgo,inmuebles24,chuburna de hidalgo,,,2024-03-16 21:07:23.473988,,,3200000.0,,,3,3,,,"Preciosas casas ubicadas dentro de la ciudad de Mérida, en la zona de Chuburná de Hidalgo, una de las zonas más céntricas de la ciudad, con cercanía a plazas comerciales, restaurantes, hospitales y de todos los servicios. *Preguntar precios de adicionales*casa conformada por: planta baja-Cocina-Comedor-Sala-Medio baño de visitas-Área de lavado-Patio-Alberca-Espacio de estacionamiento techado para dos vehículosplanta alta: -Espacio de closet de blancos-Recámara principal con closet vestidor y baño completo-Recámara secundaria uno con closet y baño completo-Recámara secundaria dos con closet y baño completomedidas: -Frente: 8 m-Fondo: 20 m-Terreno: 160 m2-Construcción: 174. 61 m2formas de pago-Recurso propio-Crédito bancarioesquemas de pago (dependiendo de la fecha de entrega) : Para entrega inmediata: -apartado: $50, 000 mxn-enganche: directo a escrituraciónPara entrega en preventa Diciembre de 2024 + 6 meses-apartado: $50, 000 mxn-enganche: 20% (saldo a contra entrega) *Precio y medidas con base a la casa #2 de la primera etapa (de entrega inmediata) **En conformidad a lo establecido en la nom-Ver datos el precio total reflejado se ve determinado en función de los montos variables de conceptos notariales y de crédito, dichos deberán ser consultados con los promotores en conformidad a la nom-Ver datos*Actualizado al día 02 de Enero de 2024undosia00A ",160,chuburna de hidalgo,
,cholul,inmuebles24,cholul,,,2024-03-16 21:07:23.473988,,,4380000.0,,,4,3,,,"Planta baja: Garaje Techado Para 2 Autos. Vestíbulo a Doble Altura. Sala. Comedor. Cocina Integral con Meseta de Granito. Medio Baño. Habitación con Baño y Closet. Cuarto de Servicio con Baño. Terraza Techada. Alberca con Iluminación. Planta alta: Habitación Principal con Baño, Closet Vestidor y Balcón con Vista a la Alberca. Habitación con Baño, Closet y Balcón. Sala T. V. Con Balcón con Vista a la Alberca. Se entrega con: Canceles de Cristal En Baños. Requisitos: Apartado: $20, 000. Enganche: 30% Créditos Bancarios y Recurso Propio. El contrato se deberá firmar a los 7 días después de la firma del contrato. Disponibilidad y precios sujetos a cambios sin previo aviso. El precio no incluye gastos notariales. Imágenes ilustrativas. ",343,cholul,
,dzitya,inmuebles24,dzitya,,,2024-03-16 21:07:23.473988,,,6200000.0,,,5,4,,,"Planta baja: Garaje Techado Para 2 Autos. Sala. Comedor. Cocina Integral con Isla y Meseta de Granito. Habitación con Closet. Baño Compartido. Cuarto de Servicio con Baño. Área de Lavado Techado. Bodega. Terraza Techada. Jardín. Alberca. Planta alta: 3 Habitaciones con Baño y Closet Vestidor. Closet de Blancos. Sala T. V. Requisitos: Aparatado: $20, 000. Enganche: 20% Crédito Bancario y Recurso Propio. El contrato se deberá firmar a los 7 días posteriores al apartado. Disponibilidad y precio sujeto a cambio sin previo aviso. El precio no incluye gastos notariales. Imágenes ilustrativas. ",312,dzitya,
,casa e venta en privada en el norte y dentro de la ciudad,inmuebles24,,,,2024-03-16 21:07:23.473988,,,30000000.0,,,6,5,,," Residencia completamente equipada, automatizada e inteligente, se encuentra en una privada residencial en una de las mejores zonas residenciales del norte de Mérida. Restaurantes, hospital, bancos, supermercado, escuelas, a 5 minutos de distancia, La casa se encuentra distribuida en su mayoría en planta baja, únicamente cuarto de visitas y cuarto de servicio se encuentran en planta alta! distribución planta baja: -Cochera para tres autos-Bodega de almacenamiento-Bodega de maquinas-Área de lavado con closet de blancos-Vestíbulo-2 baños de visitas (uno completo para servicio de alberca) -Sala-Comedor-Cocina con amplia alacena-Terraza con bar-Alberca con bar-Jacuzzi-Calefacción-Sala de tv-3recámaras con closet vestidor y baños completos (-1 recámara principal amplia y con closet amplio con isla, 2 wc separados con puerta y extractor, doble lavabo, tina, vapor y doble ducha tipo lluvia.    planta alta: · Estacionamiento techado· Facilidad para estacionarse · Jardín· Parrilla· Patio· Riego por aspersión· Terraza· Aire acondicionado· Alarma· Bodega· Calefacción· Circuito cerrado· Cocina equipada· Cocina integralplanta alta-Cuarto de visitas (estudio) con baño completo, -Departamento de servicio que cuenta con dos cuartos de servicio con baño completo, sala de tv y cocina-Iluminación de toda la casa -Cortinas eléctricas wifi -Aires acondicionados -Ventiladores-Televisión-Tanque estacionario de gas lp inteligente -Sensor de gas inteligente-Sensor de humo inteligente-Riego de jardín-Paneles solares wifi-Vapor wificaracterísticas Y equipamiento: -Cancelería de aluminio color negro -Mosquiteros en toda las ventanas -Cristal templado en todos los baños -Cocina de diseño de la marca ixina -Closets de madera de parota-Piso de porcelanato formato 60 cm x 120 cm-Granito en isla, barra de terraza bar y barra de alberca-Mármol crema marfil en mesetas de baños e isla de closet recamara principal -Incluye bidet electrónico en baños de recamara principal-Espejos biselados en todos los baños-3 aires acondicionados fan and cool nuevos inverter; 30, 000 btus cada uno, en sala-comedor, cocina, recamara principal y closet vestidor-5 aires acondicionados inverter tipo minisplit de 12 mil btus cada uno-15 ventiladores de techo-Sistema de vapor (baño turco) en baño de recamara principal-Sistema de jacuzzi en alberca-13 alexas distribuidas estratégicamente en toda la casa-4 cámaras de vigilancia con sistema de monitoreo en recamara principal-Caja de seguridad electrónica-2 calentadores eléctricos de agua instantánea-Cortinas enrollables translucidas en sala, comedor y cortinas enrollables translucidas y black out en recamaras-34 paneles solares de 440w cada uno-Refrigerador de 48 pies con fabrica de hielo-Triturador de basura en tarja-Carrito de servicio (tipo super) -Campana y Parrilla de cocina-Microondas-Horno de gas-6 palmeras-Pasto de todas las áreas verdes-Vegetaciones en arreglo para toda la casa-1 cuadro de la artista plastica Maria del Carmen Vargas de 1. 5 m de ancho x 2 m de alto, diseño abstracto colores neutros que van con el diseño de la casa (en sala) -Decoración y propuesta de mueblesLa información contenida en este anuncio proviene de fuente confiable, sinembargo, está sujeta a errores, omisiones y puede sufrir cambio de disponibilidad y precio u otras condiciones sin previo aviso. Las imágenes son ilustrativas para formar una imagen cercana al producto final. Los artículos decorativos, mobiliario y / o accesorios no se encuentran incluidos en el precio de venta ni en la entrega. El precio marcado en la presente ficha es de contado, no incluye gastos por concepto de escrituración, los cuales deberán ser presupuestados con el notario de su preferencia. Por favor contacte a nuestros asesores inmobiliarios para conocer los planes de financiamiento en caso de que esta propiedad cuente con ellos, las tasas de interés, el cat, comisiones, seguros, cobertura y precio final del inmueble. Y también para conocer a detalle la información de acabados, equipamiento, sistema constructivo, permisos, licencias y documentación legal. Somos especialistas en el negocio inmobiliario. Tenemos experiencia en la compra, venta, alquiler y transacciones de casas, departamentos, terrenos y más. Contamos con un equipo de profesionales dispuestos a ayudarle de manera profesional y eficiente. Nuestra meta es que se sienta con la confianza y seguridad que necesita al buscar y formar su patrimonio o vender un inmueble! ",807,,
,casa con paneles solares en preventa,inmuebles24,,,,2024-03-16 21:07:23.473988,,,4297000.0,,,4,4,,,"Duo es un proyecto de dos casas creado para que familias disfruten de amplios espacios y excelente ubicacion. Se encuentra en el corazon de bellavista Dzitya, a sus alrededores cuenta con oxxos, farmacias, super, colegios, gasolineras, restaurantes, etc. Terreno de 256m2Construccion: 264Planta baja: • Estacionamiento techado para 2 autos. • Recibidor a doble altura• Habitacion / Flex (Area ideal para habitacion, estudio, oficina, cuarto de juguetes para niños, etc) . • Jardin interior• Baño completo• Sala• Comedor• Cocina con isla• Cuarto de servicio con baño• Area de lavanderia• Pasillo de servicio• Terraza• Alberca y jardinPlanta alta: • Sala de tv• Closet de blancos• Habitacion 1 con closet y baño completo• Habitacion 2 con closet vestidor y baño completo• Habitacion principal con closet vestidor, baño completo y balcon. • Sistema Fotovoltaico con sistema de interconexión a cfe• (Paneles Solares) se entregan 4 paneles solares de 550 watts de potencia y micro inversores; se tramita contrato bidireccional ante cfe una vez rmada la escritura y se haya cubierto el 100% de la compraventa. • Repetidores de señal wifi (Access Point) en las recámaras. • Sistema de Cámaras de Seguridad con 4 cámaras y dvr (Grabador) -Área tv con Access Point wifi; Barra sonos-ray Wi, y Monitor Frente de Calle video portero ip. • Cerca eléctrica a 3 hilos en la zona trasera de la casa (Área de Piscina y Jardín) • Video Portero ip con 2 monitores (Planta Alta y Planta Baja) • Calentador eléctrico de depósito 80 litros. • Hidroneumático. • Sistema automático de riego para jardín con 4 aspersores. • Lámpara decorativa doble altura en área de vestíbulo. • Lavadero con depósito en área de lavado. • Contacto y cargador usb tipo light y C en cada recamara Planta Alta. • Medio cancel de cristal templado de 70 cm, en los baños de planta alta• Llave bidé en el baño de recámara principal. • tarja inteligente con reja, tabla y diversos sistemas de lavado, colocado en cocina• Closets y cocina vestida (preguntar por especificaciones) promocion aplicable con 50% de enganche) ? 1 Parrilla Eléctrica? 1 CampanaCasa 1: vendidacasa 2: entrega inmediataformas de pago: Recurso propio y credito bancario. Requisitos: Apartado de $20, 000 (de caracter devolutivo durante 5 dias) Enganche del 20%Saldo contra escritura. Imagen de carácter ilustrativo*En operaciones de crédito el precio total se determinará en función de los montos variables de conceptos de crédito y notariales que son consultados con los promotoresPropiedad libre de gravamenPrecios y disponibilidad sujetos a cambios sin previo avisoInformación y medidas provistas son aproximadas y deberán ratificarse con los documentos pertinentesFotografías no vinculantes ni contractualesInformes y Citas al Ver datos Vive Norte Inmobiliaria. En conformidad a lo establecido en la nom-Ver datos el precio total reflejado se ve determinado en función de los montos variables de conceptos notariales y de crédito, dichos deberán ser consultados con los promotores en conformidad a la nom-Ver datos*cis- duo",256,,
,chablekal,inmuebles24,chablekal,,,2024-03-16 21:07:23.473988,,,7690000.0,,,5,4,,,"Tamara es el residencial mas exitoso en ventas de Merida y donde todos quieren vivir o invertir, derivado del gran resultado en su desarrollo. Es una comunidad residencial que plantea el lugar perfecto en el cual construir un estilo de vida armónico, integral y equilibrado en todas sus dimensiones junto con tu familia. Un desarrollo dotado de un urbanismo orgánico, que privilegia la seguridad, la convivencia y el uso cotidiano de amenidades del mas alto nivel para cada etapa de vida. Ubicación privilegiada, en la misma zona del Yucatán Country Club, La Universidad Anáhuac, Madison y a tan solo 20 minutos de la playa. Lote 190. Tamara Residencial, es el de desarrollo con mas éxito en ventas y donde todos quieren vivir, debido a los servicios y amenidades premium que ofrece a sus propietarios, además de estar ubicada de la mejor zona de Mérida. Todo lo anterior visto como plus te garantiza una plusvalía que poco desarrollos pueden dar. Lote 192. -4 Recamaras (1 en planta baja) -Cocina integral equipada con concepto abierto, isla de granito. -Sala. -Comedor. -Medio baño visitas. -Alberca. -Jardín. -Garaje para 4 autos (2 techados) amenidades. -Recepción. -Terraza. -Salón de usos múltiples. -Bar. -Biblioteca. -Coworking. -Juice Bar. -Gimnasio multitraining. -Jacuzzi. -Ludoteca. -Pista de jogging. -Cancha de tenis. -Cancha de pádel. -Alberca y chapoteadero. -Canal de nado. -Áreas verdes. parques recreativos. -Parques de Lectura. -Aqua parque. -Parque con gimnasio al aire libre, canchas de Fut y Pádel. -Parque de mascotas. -Parque Zen. -Parque de recreación y asaderos. -Green Park. Apartado $ 50, 000. Enganche: 30% Entrega: Mayo 2023",320,chablekal,
,temozon norte,inmuebles24,temozon norte,,,2024-03-16 21:07:23.473988,,,6000007.0,,,3,3,,,"Exclusivas viviendas en exterior con increíbles amenidades opcionales como cancha de padel, zona pet friendly, área de asadores, salón ejecutivo, gimnasio, piscina, salón de usos múltiples, área de juegos infantiles, áreas verdes y más. Ubicado en la zona de mayor valor en Mérida, Yucatán. Modelo B Plus: Planta Baja: - Cochera con tres amplios cajones para estacionamiento. - Sala a doble altura y comedor corridos con vista al jardín trasero. - Amplia cocina con alacena. - Baño de visitas. - Amplia recámara con clóset y baño. - Cuarto de servicio con baño. - Área de lavado. - Piscina. Planta Alta: - Recámara principal con clóset vestidor y baño. - 2 Recámara con closet y baño. - Sala de T. V. Entrega a 8 meses. ",342,temozon norte,
,casa en venta merida centro modelo kin.,inmuebles24,merida centro,,,2024-03-16 21:07:23.473988,,,8200000.0,,,5,5,,,"Preciosa casa estilo colonial recientemente restaurada en el centro de Merida. Totalmente remodelada manteniendo detalles como puertas, pisos y muebles originales de cedro. Terreno: 300 m2construcción: 290 m2*la casa se vende con el equipamiento que se muestra en las fotos. distribución: - Sala- Comedor- Cocina equipada- Alberca- Jardin- Habitación 1 con baño completo- Habitación 2 con baño completo- Habitación 3 con baño completo- Habitación 4 con baño completo- Habitación 5 con baño completo y acceso directo a la terraza y alberca- Terraza- Aires acondicionadospolíticas de venta: -Apartado 10%-Enganche (pendiente) financiamiento: -Créditos bancarios-Recurso propio / Contado *precio válido al día 8 de septiembre 2023. ",300,merida centro,
,casa en norte de merida boulevares de chuburna,inmuebles24,boulevares de chuburna,,,2024-03-16 21:07:23.473988,,,4500000.0,,,3,4,,,"Esta casa de dos plantas ubicada en Chuburna, Mérida, te ofrece una ubicación privilegiada y seguridad garantizada. Con 5 amplias recámaras, es perfecta para tu familia planta baja-2 cocheras-Sala-Comedor-Sala de tv. -1/2 baño de visitas-Cocina equipada-Alacena-Bar-1 recamara con baño completo-Lavaderoplanta alta-4 recamaras-2 baños-1 terrazaservicios Y equipamiento-Servicio de agua potable-Pozo-Calentador-Tanques de gas-Cámaras-Internet-Paneles solares-1 portón electricoforma de pago: - Aval o doble depósito-Mascotas permitidas*Cambios y disponibilidad sujetos a cambio sin previo aviso**En conformidad a lo establecido en la nom-Ver datos el precio total reflejado se ve determinado en función de los montos variables de conceptos notariales y de crédito, dichos deberán ser consultados con los promotores en conformidad a la nom-Ver datos*Actualizado al 27 de Septiembre de 2023",300,boulevares de chuburna,
,casa al norte de merida cholul,inmuebles24,cholul,,,2024-03-16 21:07:23.473988,,,4420000.0,,,5,4,,,"Diseñada con los más altos estándares de lujo, esta casa contemporánea ofrece características exclusivas, desde electrodomésticos de última generación hasta un diseño arquitectónico vanguardista. Disfrute del lujo en cada rincón. Casa conformada por: planta baja-Sala- Comedor- Cocina- Alacena- 1/2 baño de visitas- Recámara con baño y área para clóset- Cuarto de lavado- Baño de servicio- Bodegaplanta alta- Recámara principal con baño, y áreapara clóset-vestidor- Segunda recámara con baño y áreapara walking clóset- Tercera recámara con baño y áreapara clóset- Family roomamenidades. - Caseta de vigilancia y seguridad 24/7. - Jardín de lectura. - Zona de Biking y jogging. - Salón de eventos. - Alberca. - Kids park. - Fit center. - Cancha de padel. - Vending zone. - Jardín multiusos. - Basketball shots. - Pet park. entrega: Agosto 2024. apartado: 10, 000. 00enganche: 15%formas de pago aceptadas: - Recurso propio. - crédito bancario. Precio y medidas conforme al modelo de casa “F” lote 32 del desarrolloEn conformidad a lo establecido en la nom-Ver datos el precio total reflejado se ve determinado en función de los montos variables de conceptos notariales y de crédito, dichos deberán ser consultados con los promotores en conformidad a la nom-Ver datos. *Actualizado al día 29 de febrero del 2024*und0526",300,cholul,
,casa en venta en temozon norte ozonta merida,inmuebles24,temozon norte,,,2024-03-16 21:07:23.473988,,,4580000.0,,,3,3,,,"""Ozonta"" Temozón 6 casas en venta ubicadas en el norte de la ciudad, la zona con más alta plusvalía. Ozonta brinda la flexibilidad de configurar tu espacio a tu manera, logrando acoplarse a tu futuro. casa 4Construcción: 252. 62 m2Terreno: 152 m2Precio: $4, 580, 000Enganche: 20%Apartado: $20, 000entrega septiembre 2024planta baja: -Portón-Cochera-Área de lavado /Alacena-Medio Baño-Bodega-Cocina-Patio Central-Sala-Comedor-Terraza y piscinaprimer nivel espacio configurable: -Terraza-Recamara 2 con baño-Recamara 3 con baño-Recamara principal amplia, con baño y closet vestidor-Balcónconfiguración: A: -Terraza y 2 recamaras principalesB: -Terraza-3 Recamaras c/u con bañoC: -Terraza-2 Recamaras con baño c/u -Estudiosegundo nivel con adicionales con costo extra*: -Roof garden y bar-Medio baño-Cuarto de servicio con baño*-Bodega / área de lavado*-Azoteaforma de pago-Crédito bancario-Recursos propios. EasyBroker id: eb-mu8920 Tipi Bienes Raíces cuenta con asesores capacitados para encontrarte la propiedad que buscas. Puede ser esta u otra! Nosotros la encontramos para ti. ¡Trabajar con un solo asesor facilitará tu proceso de compra! * *Precios sujetos a cambios. **Confirmar disponibilidad con tu asesor. ",152,temozon norte,
,dzitya,inmuebles24,dzitya,,,2024-03-16 21:07:23.473988,,,4439000.0,,,4,4,,,"Planta baja: Garaje Techado Para 2 Autos. Sala a Doble Altura. Comedor. Cocina Integral con Isla y Meseta de Granito. Área de Lavado y Tendido. Habitación con Baño y Espacio Para Closet. Terraza Techada. Jardín. Alberca. Planta alta: Habitación con Baño y Closet Vestidor. Habitación con Baño y Espacio Para Closet Vestidor. Habitación con Baño y Espacio Para Closet. Requisitos: Apartado: $20, 000. Enganche: 20% Crédito Bancario y Recurso Propio. El contrato se deberá firmar a los 7 días posteriores al apartado. Disponibilidad y precio sujeto a cambio sin previo aviso. El precio no incluye gastos notariales. Imágenes ilustrativas. ",253,dzitya,
,casa en merida centro,inmuebles24,merida centro,,,2024-03-16 21:07:23.473988,,,7000000.0,,,3,3,,,"Casa antigua completamente restaurada ubicadasobre la calle 64, de dos plantas, contará con el siguiente equipamientocasa conformada por: planta baja: -Recibidor-Sala-Comedor-Cocina-Un cuarto com baño-Medio baño-Terraza-Albercaplanta alta: -Terraza-Dos cuartos con baño cada unomedidas: -Frente: 6. 6 m-Fondo: 28 m-Terreno: 190. 72 m2-Construcción: 248. 92 m2apartado: $100, 000 mxnentrega: julio 2023formas de pago: -Recurso propio-Crédito bancario*Precio y medidas con base a la casa anunciada**En conformidad a lo establecido en la nom-Ver datos el precio total reflejado se ve determinado en función de los montos variables de conceptos notariales y de crédito, dichos deberán ser consultados con los promotores en conformidad a la nom-Ver datos**Actualizado al día 02 de Noviembre de 2023*unintw00F ",190,merida centro,
,casa en venta en privada de lujo 6 recamaras usted decide acabados finales,inmuebles24,,,,2024-03-16 21:07:23.473988,,,39900000.0,,,8,6,,,"Disfrute su hogar como nunca imaginó! ! Esta residencia con diseño exclusivo y en la privada más exclusiva dentro de la ciudad, camine a plazas comerciales, bancos, supermercados, restaurantes, hospital y todas sus necesidades a unos cuantos pasos. Disfrute de la naturaleza y el hermoso paisajísmo que ofrece la privada con diseño exclusivo Ganadora del Premio Cemex por su arquitectura residencial y sus elementos urbanísticos únicos en el Sureste de México, como por ejemplo sus calles son de piedra natural Porfido de San Luis Potosí instalada a mano artesanalmente Es un porfido sin igual que se trajo exclusivamente para la privada. Bosques de Altabrisa se encuentra totalmente terminada, con esta única residencia nueva disponible. Cuenta con la certeza de la mayor plusvalía de inversión residencial de la ciudad, en parte por su estratégica ubicación y por la atención a a todos los detalles. ++Arboles++22 caobas4 Neem que le da sombra y gran frescura al área social1 Hermoso y gran Chacá que se convierte en la vista de la terraza de la gran recámara principalPor esto y mucho más, está es la casa ideal! ! ++distribución++planta baja-Pórtico de entrada-Cochera para 6 autos, 3 techados-Transformador de energía propio-Vestíbulo de entrada a doble altura-Sala-Comedor-Cocina con meseta de granito de lujo, Carpinteria de madera, horno, parrilla, campana, microondas, tarja doble de sub-montar, monomando de lujo, nichos, luces led, isla forrada de granito, contactos espía, muebles, cajoneras-Alacena-Estudio o habitación con baño completo para invitados-Baño para chofer-Area de asador-Area de gimnasio-Baño completo de visitas desde las terrazas de alberca (compartido con habitación) -Bar exterior-Area de Asador-Dos terrazas de exterior-Alberca con mármol con sistema de filtrado e iluminación-Sistema de riego automatizado-Área de lavado y tendido-Cuarto de servicio con baño-Bodega externa-Bodega interna-27 arboles sembrados de más de 6m-Barda perimetral con 7 metros de altura. Algunas partes con 9 metros de altura-Cisterna-Sistema de drenaje de la privada y del Fracc. Altabrisa. -Sistema Subterráneo de todos los proyectos de la privada. ++planta alta-Escaleras con mármol y cristales templados-Recibidor-Cuatro habitaciones con baño y clóset vestidor cada una -Habitación principal de 30m x 4. 5m con terraza y hermosa vista con baño completo lavabo doble, tina y regadera independiente, inodoro independiente y muy amplio clóset vestidor. -Habitaciones con terrazas y balcones-Clóset de blancos-Sala de tv-family room-Sala de juegos independiente con baño completo con gran ventanal y doble vista++acabadostechos con diferentes alturas desde 2. 8M hasta 3. 5M pintura de lujocancelería serie eurovent premiumpisos interiores de porcelanico de resine texturizada según muestrapisos en exterior de porcelanato texturizado de gran formato de 1. 5 X. 75 mtscarpintería de lujo en cocina, alacena, clostes, muebles bajo meceta de bañosrecubrimientos regadera de marmol Y/O granito Y porcelanato 30 X 60llaves regaderas de lujoinodoros one piecellaves monomandos de lavabos de lujo accsesorios de baño de lujomesetas de baño de granito san gabriel ovalines grandes bajo mesetalavabos de sobremontar em baños de visita Y cuarto de juegosmeseta de cocina de granito black storm leather llave de cocina de lujoisla de granito de cocina black stor leatherpasto soysapaisajismo frontal árbol, pasto Y vegetación iluminación para todo el paisajísmo del jardin paisajismo trasero más de 20 árboles mas vegetación de rellenoapagadoresde pared de lujo con wifi enchufes de lujoiluminación lamparas de techo leds arbotantes en todos los espacios de lujo sistema de internetducteria para pantallas de tv en paredes sistema de riego automatizadofiltro de alberca automatizado transformador de energiaaires acondicionados en toda la residenciaprivada-100% lograda Y terminada con administración Y reglamento comprobado Y funcional-regimen en condominio logrado legalmente Y operativamente-doble turno de vigilancia las 24 horas-administradora tiempo completo-3 jardineros Y personal de mantenimiento tiempo completo-planta de energia de emergencia. En caso de que se vaya la energia prende todas las areas comunes de la privada-instalaciones logradas Y funcionales-barda perimetral controlada como area comun- casa club con baños de hombres Y mujeres Y cocina, Y arenero para esparcimiento de los condominios. -sistema de drenaje conectado al sistema de drenaje del fracc altabrisa-camaras de vigilancia en toda la privada-reglamento que garantiza la homogeneidad de las fachadas de las residencias. -portico con plumas Y portones que se cierran A partir de las 11 de la noche. -oficina de la administradora-caseta de vigilancia con baño-espacios de bodega Y de baños para los trabajadores de mantenimiento de la privada**Detalles, Precio y disponibilidad sujeta a cambios sin previo aviso **El precio* se actualiza de acuerdo a la nom 247 se 2021**No incluye gastos de escrituración ni avalúo**Se Aceptan Créditos Bancarios y Recurso Propio Somos especialistas en el negocio inmobiliario. Tenemos experiencia en la compra, venta, alquiler y transacciones de casas, departamentos, terrenos y más. Contamos con un equipo de profesionales dispuestos a ayudarle de manera profesional y eficiente. Nuestra meta es que se sienta con la confianza y seguridad que necesita al buscar y formar su patrimonio o vender un inmueble! ",1150,,
,santa ana,inmuebles24,,,,2024-03-16 21:07:23.473988,,,10300000.0,,,3,3,,,"Ubicada en el barrio de Santa Ana en el centro historico de Merida. Casona sol está ubicada a pocas cuadras del pujante y siempre vivo Paseo de Montejo y del tradicional y encantador parque y mercado de Santa Ana. Medidas: Construcción: 211 m2. Terreno: 308 m2. descripción de la casa: planta baja. Módulo 1: Estudio / Recámara visitas con baño completo. Cuarto de lavado y alacena. Cocina. Comedor. Sala. Medio Baño. Módulo 2: Recámara con walk in closet, baño completo y jardín. Zona exterior: Terraza. Área abierta. Piscina con acabado Chukum. Planta alta: Recámara con walk in closet, baño completo y terraza privada. **Precio y disponibilidad sujetos a cambios sin previo aviso. **Imágenes de caracter ilustrativo, no es una representación idéntica. El producto final está sujeto a cambios sin previo aviso. La finalidad de la imagen es dar una idea del espacio del desarrollo. **Las imágenes proporcionadas son una representación gráfica de los espacios, por lo que pueden visualizarse objetos y muebles que no están incluidos en el precio de lista. ",308,,
,nortemerida,inmuebles24,,,,2024-03-16 21:07:23.473988,,,9900000.0,,,4,4,,,"Magnifica residencia dentro de una privada exclusiva segura, lo que brinda tranquilidad y protección, con excelente ubicación de la ciudad de Mérida, Yucatán. La casa ofrece una gran área social con espacios amplios, 4 recámaras, oficina y un family room con vista a hermoso jardín y áreas verdes. Se encuentra a tan solo 5 minutos de todos los grandes centros comerciales, The Harbor, Galerías Liverpool y plaza La Isla, así como Costco, universidades como Universidad Anáhuac, colegios como Madison, uvm, Allianz, restaurantes, club de golf, academias de pádel. Hay una amplia variedad de actividades para niños. Desde parques recreativos, áreas de juegos, hasta centros culturales. A 20 minutos de la playa Progreso, Yucatán donde las familias pueden disfrutar de actividades emocionantes como windsurf y kitesurf, o simplemente disfrutar de los atardeceres o deleitarse con mariscos frescos en los restaurantes frente al mar y explorar la cultura culinaria de la región. Orientación norte-sur. Planta baja: • Sala amplia de 5 x 4 m. • Comedor a doble altura con increíble iluminación (4 tragaluces de vidrio con una película para evitar los rayos uv) , con pisos de porcelanato importado de 60 x 1. 20m. • Oficina equipada con cortinas Hunter Douglas. • 1/2 Baño. • Cocina estilo monarca, con gavetas mdf con vista al jardín y terraza equipada, incluye: • Piso de pasta tipo hacienda. • Meseta de cuarzo. • Doble tarja. • Campana y estufa de 5 quemadores marca Teka. • Amplia alacena. • Lavavajillas. • Horno convencional. • Horno microondas. • Ventilador. • Pasillo de servicio. Jardín y área social: • Alberca con acabado Chukum. • Jardín con plantas de ornato y piedra volcánica. • Área para camastros de concreto estampado. • Terraza grill con techo de policarbonato que conecta al Family Room con aire acondicionado, cortinas black out, con vista al jardín. (cuarto de tv y usos múltiples) • Cuarto de servicio con baño completo. • Área de lavado separada con instalación para lavadora y secadora eléctricas. • 1/2 Baño. • Cochera p/4 coches (2 techados) Planta Alta: • Recámara de huéspedes con baño completo, con iluminación natural. • 2 Recámaras secundarias con amplia terraza. • Baño vestidor con tragaluz de vidrio. • Recámara principal. • Con amplio espacio para usos múltiples. • Baño vestidor con tragaluz. • Sala de lectura o de usos múltiples. Acabados y equipamiento: • Carpintería de Tzalam en baños. • Puerta principal espectacular de 2 mts hecha con chapa de Parota. • Escalones de cedro rojo, diseñado en medida estándar. • 5 aires acondicionados distribuidos en la casa. • Recubrimiento aislante térmico alrededor de todas las paredes de la casa. • Protector de película rayos uv en área de comedor y recamaras que permiten disfrutar de la luz natural hasta el anochecer. • Carpintería mdf en puertas y closets, adecuados para la humedad y temperatura de Mérida. • Ventanas con aluminio eurovent, línea europea. • La casa cuenta con aislante térmico en todas las paredes. • Pisos de porcelanato importado de 60 x 1. 20m. ** Con el precio publicado incluye todo. ** Amenidades. • Motor Lobby. • Recepción. • Vigilancia 24/7. • Administración. • Restaurante. • Terraza de usos múltiples. • Deck de piscinas recreativas. • Baños acceso. • Gimnasio. • Restaurante. • Área jardineros y bodega cancha. • Pista periférica (750 m de longitud) • Snack Bar. • Terrazas abiertas. • Kids Club (Ludoteca). • Juniors Club. • Estacionamiento. • Salón de usos múltiples. • Cuota de mantenimiento: 4. 7 x m2 (incluye uso de casa club, jardinería, luz y seguridad de áreas comunes y servicio de agua) *Precios y condiciones sujetos a cambios sin previo aviso. ",600,,
