desarrollador,oferta,fuente,localidad,precio_min,precio_max,fecha_consulta,lat,lon,precio,mts_const,direccion,bathrooms,recamaras,colonia
,residencias en venta a minutos de plaza harbor,easybroker,,,,2024-02-21 13:04:12.121546,21.0382682,-89.6686901,2366910.0,124.8,"Casa en Real Montejo, Mérida",2.0,2.0,dzitya
,casas en venta ubicadas en alzare residencial,easybroker,,,,2024-02-21 13:04:12.121546,21.0382682,-89.6686901,3225000.0,144.0,"Casa en Real Montejo, Mérida",3.0,3.0,dzitya
,noroasis casas en venta en temozon norte,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,6700000.0,316.0,"Casa en Temozon Norte, Mérida",5.0,4.0,x canatun
,casa con alberca en venta  dzitya norte merida,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0571174,-89.6676559,4349000.0,253.5,"Casa en Bellavista, Mérida",4.0,4.0,dzitya
,casa con paneles solares en venta merida,easybroker,,,,2024-02-21 13:04:12.121546,,,2995000.0,144.29,"Casa en Las Américas, Mérida",3.0,3.0,
,casa en venta en centro historico de merida,easybroker,,,,2024-02-21 13:04:12.121546,20.9636079,-89.6241371,4500000.0,123.3,"Casa en Mérida Centro, Mérida",2.0,2.0,centro
,venta de casona colonial centro de merida,easybroker,,,,2024-02-21 13:04:12.121546,,,35000000.0,837.62,"Casa en Mérida Centro, Mérida",4.0,8.0,
,casa en privada fontana,easybroker,,,,2024-02-21 13:04:12.121546,21.0558725,-89.5915071,8500000.0,320.0,"Casa en Cabo Norte, Mérida",5.0,4.0,temozon norte
,casa de una planta en venta en el fraccionamiento amaneceres merida.,easybroker,,,,2024-02-21 13:04:12.121546,20.9595159889,-89.528843383,940000.0,65.0,"Casa en Las Palmas, Mérida",,2.0,
,residencia en venta de un planta ubicada en yucatan country club merida,easybroker,yucatan country club,,,2024-02-21 13:04:12.121546,21.1205215,-89.6001108,24990000.0,510.04,"Casa en Yucatán Country Club, Mérida",5.0,4.0,
,casa centro san cristobal,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,2650000.0,145.0,"Casa en Mérida Centro, Mérida",2.0,2.0,centro
,casa en venta en el centro merida,easybroker,,,,2024-02-21 13:04:12.121546,,,6900000.0,,"Casa en Mérida Centro, Mérida",,,
,casa nueva en venta al norte de la ciudad de merida. en privada. alberca,easybroker,,,,2024-02-21 13:04:12.121546,21.0399689646,-89.5588309988,3800000.0,231.03,"Casa en Mérida, Mérida",3.0,3.0,cholul
,preventa casa de 2 habitaciones con piscina en garcia gineres merida yuc.,easybroker,garcia gineres,,,2024-02-21 13:04:12.121546,20.9890152,-89.632226,9360000.0,189.0,"Casa en Garcia Gineres, Mérida",2.0,2.0,garcia gineres
,casa lista en dzitya,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,3285000.0,198.0,"Casa en Dzityá, Mérida",2.0,3.0,dzitya
,oficinas en esquina a 100 m. de circuito colonias,easybroker,circuito colonias,,,2024-02-21 13:04:12.121546,20.9935815315,-89.6355038913,3600000.0,204.0,"Casa en Garcia Gineres, Mérida",3.0,9.0,garcia gineres
,venta de casa en el centro de merida yuc.,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,28000000.0,903.06,"Casa en Mérida Centro, Mérida",,,centro
,casa en venta centro merida,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,7500000.0,205.8,"Casa en Mérida Centro, Mérida",,,centro
,venta de casa en el centro de merida,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,8100000.0,288.0,"Casa en Mérida Centro, Mérida",3.0,3.0,centro
,casa en venta en centro de merida yuc.,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,10000000.0,117.47,"Casa en Mérida Centro, Mérida",,2.0,centro
,casa de un piso en centro historico cerca de la ermita,easybroker,,,,2024-02-21 13:04:12.121546,20.9583137106,-89.6281599558,8100000.0,288.0,"Casa en Mérida Centro, Mérida",3.0,3.0,centro
,casa en venta en merida f2111 3rec. en arenna temozon norte 6699000,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,,,6699000.0,337.0,"Casa en Temozon Norte, Mérida",4.0,3.0,
,casa para remodelar en venta en av. rogers campestre,easybroker,campestre,,,2024-02-21 13:04:12.121546,,,15500000.0,425.97,"Casa en Campestre, Mérida",5.0,5.0,
,casa nadir,easybroker,,,,2024-02-21 13:04:12.121546,20.9429731,-89.7133418,2007180.0,122.0,"Casa en Villas de Tixcacal, Mérida",2.0,3.0,tixcacal
,casa mina,easybroker,,,,2024-02-21 13:04:12.121546,20.9429731,-89.7133418,1757700.0,105.0,"Casa en Villas de Tixcacal, Mérida",2.0,3.0,tixcacal
,casa zenit,easybroker,,,,2024-02-21 13:04:12.121546,20.9429731,-89.7133418,2494800.0,145.68,"Casa en Villas de Tixcacal, Mérida",3.0,3.0,tixcacal
,casa canto,easybroker,canto,,,2024-02-21 13:04:12.121546,21.1172375,-89.6353357,4150000.0,336.0,"Casa en Santa María Yaxché, Mérida",2.0,3.0,
,casa vientos,easybroker,,,,2024-02-21 13:04:12.121546,20.9691217,-89.6222809,4600000.0,222.0,"Casa en Mérida, Mérida",3.0,3.0,centro
,casa biza,easybroker,,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,4600000.0,241.0,"Casa en Temozon Norte, Mérida",3.0,3.0,x canatun
,casa nish,easybroker,,,,2024-02-21 13:04:12.121546,21.0424858,-89.5568382,4827361.0,293.0,"Casa en Cholul, Mérida",4.0,4.0,cholul
,town houses san antonio hool,easybroker,san antonio hool,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,2850000.0,145.3,"Casa en Dzityá, Mérida",3.0,3.0,dzitya
,dzitya 4,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,2600000.0,145.0,"Casa en Dzityá, Mérida",2.0,2.0,dzitya
,casa lindavista,easybroker,lindavista,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,6500000.0,450.0,"Casa en Dzityá, Mérida",3.0,4.0,dzitya
,casa en venta en dzitya merida luma,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,3350000.0,220.0,"Casa en Dzityá, Mérida",4.0,3.0,dzitya
,casa en venta en privada residencial dzibichaltun merida,easybroker,,,,2024-02-21 13:04:12.121546,21.0987252,-89.5982084,9935977.0,360.6,"Casa en Dzibilchaltún, Mérida",5.0,4.0,
,casa en venta en privada navita santa gertrudis copo,easybroker,santa gertrudis copo,,,2024-02-21 13:04:12.121546,21.0381057,-89.5933722,6065000.0,271.0,"Casa en Santa Gertrudis Copo, Mérida",5.0,4.0,santa gertrudis copo
,casa en san ramon nte a unos pasos av. garcia lavin,easybroker,,,,2024-02-21 13:04:12.121546,21.0251857616,-89.6059566887,6800000.0,359.5,"Casa en San Ramon Norte, Mérida",4.0,4.0,benito juarez norte
,venta casa de 3 habitaciones con piscina en privada camelia merida,easybroker,,,,2024-02-21 13:04:12.121546,21.0277294,-89.5208718,3300000.0,219.0,"Casa en Sitpach, Mérida",3.0,3.0,sitpach
,casa en venta 3 recamaras en real montejo,easybroker,real montejo,,,2024-02-21 13:04:12.121546,21.0382682,-89.6686901,2490000.0,131.0,"Casa en Real Montejo, Mérida",2.0,3.0,dzitya
,casa tipo townhouse en dzitya 2 recamaras cocina vestida alberca cochera,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0513414449,-89.6674917629,3580000.0,172.0,"Casa en Dzityá, Mérida",2.0,2.0,dzitya
,casa en venta en privada amantea cholul merida,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0404859,-89.5316048,4100000.0,180.0,"Casa en Cholul, Mérida",3.0,3.0,sitpach
,casa de un piso en el poligono,easybroker,,,,2024-02-21 13:04:12.121546,20.9881084,-89.5751097,2300000.0,160.0,"Casa en Polígono 108, Mérida",2.0,3.0,poligono 108
,townhouse en venta en merida dzitya entrega inmediata,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,3650000.0,176.0,"Casa en Dzityá, Mérida",3.0,3.0,dzitya
,casa en venta merida privada con amenidades cholul 4 habits 4920000 mn,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0309938,-89.6336068,4920000.0,275.0,"Casa en Las Margaritas de Cholul, Mérida",5.0,4.0,xcumpich
,casa residencial en privada entre parques,easybroker,,,,2024-02-21 13:04:12.121546,21.0661111,-89.5700001,4400000.0,300.0,"Casa en Tixcuytún, Mérida",4.0,3.0,
,departamento en temozon norte en privada,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,4200000.0,162.0,"Casa en Temozon Norte, Mérida",3.0,3.0,x canatun
,casa en venta de una planta ubicada en merida,easybroker,,,,2024-02-21 13:04:12.121546,20.9673702,-89.5925857,5425000.0,246.0,"Casa en Mérida, Mérida",4.0,3.0,lazaro cardenas
,cholul casa en venta cholul yucatan,easybroker,yucatan,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,3220000.0,186.0,"Casa en Cholul, Mérida",3.0,3.0,cholul
,casa en venta en san ramon norte,easybroker,san ramon norte,,,2024-02-21 13:04:12.121546,21.0232361,-89.6075053,14500000.0,611.82,"Casa en San Ramon Norte, Mérida",4.0,3.0,benito juarez norte
,casa en cholul 3 recamaras alberca privada residencial,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.036645554,-89.5462454389,4100000.0,229.09,"Casa en Cholul, Mérida",3.0,3.0,cholul
,venta residencia en yucatan country club de 3 recamaras,easybroker,yucatan country club,,,2024-02-21 13:04:12.121546,21.1205215,-89.6001108,14950000.0,416.25,"Casa en Yucatán Country Club, Mérida",4.0,3.0,
,casa en venta para remodelar en col. san juan grande,easybroker,san juan grande,,,2024-02-21 13:04:12.121546,,,20000000.0,383.0,"Casa en San Juan Grande, Mérida",6.0,4.0,
,casa en privada cholul 3 recamaras vestida alberca entrega inmediata,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0442922794,-89.5366856571,4799000.0,229.58,"Casa en Cholul, Mérida",3.0,3.0,
,preventa departamento en temozon norte en privada,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,3670800.0,115.0,"Casa en Temozon Norte, Mérida",2.0,2.0,x canatun
,residencia en venta merida centro,easybroker,merida centro,,,2024-02-21 13:04:12.121546,20.9636079,-89.6241371,21000000.0,524.0,"Casa en Mérida Centro, Mérida",4.0,4.0,centro
,casa en venta en dzitya nueva paneles piscina merida,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,4270000.0,293.0,"Casa en Dzityá, Mérida",4.0,4.0,dzitya
,departamento en temozon norte en privada,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,4790000.0,174.0,"Casa en Temozon Norte, Mérida",3.0,3.0,x canatun
,casa en preventa ubicada en yucatan country club,easybroker,yucatan country club,,,2024-02-21 13:04:12.121546,21.1205215,-89.6001108,24990000.0,510.04,"Casa en Yucatán Country Club, Mérida",3.0,3.0,
,venta residencia en yucatan country club,easybroker,yucatan country club,,,2024-02-21 13:04:12.121546,21.1205215,-89.6001108,14950000.0,417.0,"Casa en Yucatán Country Club, Mérida",4.0,3.0,
,casa en venta en yucatan country club privada oasis merida,easybroker,yucatan country club,,,2024-02-21 13:04:12.121546,21.1205215,-89.6001108,17500000.0,493.5,"Casa en Yucatán Country Club, Mérida",4.0,4.0,
,casa en venta de una planta con alberca con cochera techada,easybroker,,,,2024-02-21 13:04:12.121546,21.0246026,-89.5568382,2399000.0,140.0,"Casa en Gran San Pedro Cholul, Mérida",2.0,2.0,cholul
,casa en merida con tres recamaras,easybroker,,,,2024-02-21 13:04:12.121546,21.0382682,-89.6686901,2774000.0,143.5,"Casa en Real Montejo, Mérida",3.0,3.0,dzitya
,casa en san ramon norte merida en venta,easybroker,san ramon norte,,,2024-02-21 13:04:12.121546,21.0243845962,-89.6098143929,14500000.0,611.82,"Casa en San Ramon Norte, Mérida",5.0,3.0,benito juarez norte
,casa en venta en temozon merida.,easybroker,,,,2024-02-21 13:04:12.121546,,,6600000.0,272.0,"Casa en Temozon Norte, Mérida",3.0,3.0,
,casa en venta en real montejo de 3 recamaras,easybroker,real montejo,,,2024-02-21 13:04:12.121546,,,2996000.0,261.69,"Casa en Real Montejo, Mérida",3.0,3.0,
,al poniente y dentro de periferico cerca a plaza dorada y plaza las americas,easybroker,las americas,,,2024-02-21 13:04:12.121546,20.9887486,-89.655213,1650000.0,158.0,"Casa en Miguel Hidalgo, Mérida",2.0,2.0,nueva miguel hidalgo
,casa en privada en cholul 4 recamaras una en planta baja alberca amenidades,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0453084,-89.5395857,5750000.0,324.0,"Casa en Privada Villa Cholul, Mérida",4.0,4.0,
,venta casa 3 rec temozon norte merida ibiza,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,21.0755603935,-89.618139267,4299000.0,234.0,"Casa en Temozon Norte, Mérida",3.0,3.0,x canatun
,casa unica moderna y encantadora.,easybroker,,,,2024-02-21 13:04:12.121546,21.01198,-89.6342372,3950000.0,166.0,"Casa en Chuburna de Hidalgo, Mérida",2.0,3.0,chuburna de hidalgo
,venta casa mod  237 3 habalberca en priv capri  en cholul zona norte de merida,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0424858,-89.5568382,3835000.0,237.0,"Casa en Cholul, Mérida",3.0,3.0,cholul
,venta casa  mod 224 3 hab alberca en priv capri  en cholul zona norte de merida,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0424858,-89.5568382,3490000.0,224.0,"Casa en Cholul, Mérida",3.0,3.0,cholul
,casa en venta y renta en country club serena,easybroker,,,,2024-02-21 13:04:12.121546,21.1131998,-89.60546,8500000.0,,"Casa en Yucatán Country Club, Mérida",3.0,3.0,
,venta casa mod 225  4  habalberca en priv capri  en cholul zona norte de merida,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0424858,-89.5568382,3615000.0,225.0,"Casa en Cholul, Mérida",3.0,4.0,cholul
,townhouse en zona norte. xcanatun,easybroker,xcanatun,,,2024-02-21 13:04:12.121546,21.077403,-89.6307013,3780000.0,196.8,"Casa en Xcanatún, Mérida",2.0,2.0,x canatun
,townhouse de 2 recamaras en venta al norte de merida,easybroker,,,,2024-02-21 13:04:12.121546,21.077403,-89.6307013,3190000.0,156.81,"Casa en Xcanatún, Mérida",2.0,2.0,x canatun
,casa totalmente equipada en soluna residencial temozon norte,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,7300000.0,338.0,"Casa en Temozon Norte, Mérida",3.0,3.0,x canatun
,wcp31646 cerca del parque iberica,easybroker,del parque,,,2024-02-21 13:04:12.121546,20.9890152,-89.632226,3400000.0,184.9,"Casa en Garcia Gineres, Mérida",3.0,3.0,garcia gineres
,venta de townhouse con  2 recamaras en privada xcanatun,easybroker,xcanatun,,,2024-02-21 13:04:12.121546,21.0745337,-89.6294211,3680000.0,190.0,"Casa en Xcanatún, Mérida",2.0,2.0,x canatun
,townhouse en entrega inmediata ubicado en dzitya,easybroker,dzitya,,,2024-02-21 13:04:12.121546,,,3650000.0,176.0,"Casa en Dzityá, Mérida",4.0,3.0,
,venta de townhouse con piscina y roof garden en temozon norte,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,3599000.0,157.0,"Casa en Temozon Norte, Mérida",2.0,2.0,x canatun
,casa en altabrisa,easybroker,altabrisa,,,2024-02-21 13:04:12.121546,21.0181029,-89.5842429,10800000.0,343.0,"Casa en Altabrisa, Mérida",3.0,3.0,san carlos
,venta casa  mod  210 4 habalberca en priv capri  en cholul zona norte de merida,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0424858,-89.5568382,3380000.0,210.0,"Casa en Cholul, Mérida",4.0,4.0,cholul
,townhouse con piscina en temozon norte,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,2999000.0,140.0,"Casa en Temozon Norte, Mérida",2.0,2.0,x canatun
,casa en venta en temozon merida,easybroker,,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,4100000.0,230.0,"Casa en Temozon Norte, Mérida",3.0,3.0,x canatun
,venta casa 3 recamaras dzitya norte merida  fraccionamiento dzitya 8,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0642473613,-89.6549338102,3800000.0,230.0,"Casa en Dzityá, Mérida",3.0,3.0,dzitya
,casa en merida temozon en venta,easybroker,,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,6400000.0,316.28,"Casa en Temozon Norte, Mérida",4.0,4.0,x canatun
,casas en temozon norte modelo e 7 meses aprox.,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,21.065001,-89.6239875,5520000.0,227.61,"Casa en Temozon Norte, Mérida",3.0,3.0,x canatun
,casa en venta en esquina en el centro de la ciduad,easybroker,,,,2024-02-21 13:04:12.121546,20.9636079,-89.6241371,1000000.0,77.0,"Casa en Mérida Centro, Mérida",,,centro
,casa en cholul 3 recamara alberca cuarto de servicio cochera amplia,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.055026103,-89.5482729646,3800000.0,220.39,"Casa en Cholul, Mérida",3.0,3.0,cholul
,casas en merida dzitya en venta,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,3800000.0,175.0,"Casa en Dzityá, Mérida",3.0,3.0,dzitya
,casa en venta en chuburna hidalgo,easybroker,,,,2024-02-21 13:04:12.121546,21.0050952404,-89.6262073334,1750000.0,82.25,"Casa en Chuburna de Hidalgo, Mérida",,2.0,chuburna de hidalgo
,se vende hermosa casa en prado chuburna de una planta,easybroker,,,,2024-02-21 13:04:12.121546,21.0053951,-89.6263416,1750000.0,160.0,"Casa en Chuburna de Hidalgo, Mérida",,2.0,chuburna de hidalgo
,casa en merida xcanatun en venta modelo 597 mayo 2024,easybroker,xcanatun,,,2024-02-21 13:04:12.121546,21.077403,-89.6307013,14215000.0,597.0,"Casa en Xcanatún, Mérida",4.0,4.0,x canatun
,casa en merida xcanatun en venta modelo 562 mayo 2024,easybroker,xcanatun,,,2024-02-21 13:04:12.121546,21.077403,-89.6307013,14040000.0,562.0,"Casa en Xcanatún, Mérida",4.0,4.0,x canatun
,casa en privada en conkal completamente equipada 3 recamaras alberca equipada,easybroker,,,,2024-02-21 13:04:12.121546,21.0661111,-89.5700001,6950000.0,294.0,"Casa en Tixcuytún, Mérida",3.0,3.0,
,casa en temozon norte 4 recamaras 1 en planta baja alberca acabados de lujo,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,21.0520623634,-89.6233749304,6338485.62,281.0,"Casa en Temozon Norte, Mérida",4.0,4.0,x canatun
,casa tipo townhouse 2 recamaras en temozon norte alberca roof top patio,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,21.0539847959,-89.6198987382,4272959.92,205.0,"Casa en Temozon Norte, Mérida",2.0,2.0,x canatun
,casa tipo townhouse 2 recamaras en temozon norte alberca roof top patio,easybroker,temozon norte,,,2024-02-21 13:04:12.121546,21.0539847959,-89.6198987382,4272959.92,205.0,"Casa en Temozon Norte, Mérida",2.0,2.0,x canatun
,casa de una planta con piscina,easybroker,,,,2024-02-21 13:04:12.121546,21.0277294,-89.5208718,3690000.0,330.0,"Casa en Sitpach, Mérida",3.0,3.0,sitpach
,casa en chuburna,easybroker,,,,2024-02-21 13:04:12.121546,21.0012924,-89.6242818,4250000.0,315.0,"Casa en Colonial Chuburna, Mérida",4.0,3.0,colonial chuburna
,casa con 3 recamaras piscina terraza en privada con amenidades,easybroker,,,,2024-02-21 13:04:12.121546,20.9673702,-89.5925857,5750000.0,259.0,"Casa en Mérida, Mérida",3.0,3.0,lazaro cardenas
,casa sobre avenida 3 recamaras cochera jardin entrega inmediata,easybroker,,,,2024-02-21 13:04:12.121546,20.9874145,-89.5839473,2200000.0,166.36,"Casa en Las Brisas, Mérida",2.0,3.0,las brisas
,casa de 1 planta con 3 recamaras en privada al norte de merida,easybroker,,,,2024-02-21 13:04:12.121546,20.9673702,-89.5925857,5425000.0,246.0,"Casa en Mérida, Mérida",3.0,3.0,lazaro cardenas
,casa en dzitya 4 recamaras alberca cochera 3 autos entrega inmediata,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0563077019,-89.6475787591,6350000.0,390.0,"Casa en Dzityá, Mérida",4.0,4.0,dzitya
,venta casa en privada al norte de merida unica living,easybroker,,,,2024-02-21 13:04:12.121546,21.0961842,-89.5756987,6245000.0,311.0,"Casa en Chablekal, Mérida",5.0,4.0,chablekal
,casa en venta en residencial pensiones etapa iv,easybroker,pensiones,,,2024-02-21 13:04:12.121546,20.9987495,-89.6551671,3400000.0,201.46,"Casa en Residencial Pensiones IV, Mérida",3.0,5.0,pensiones
,casa en privada cholul 4 recamaras oficina alberca equipada entrega inmediata,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0345991321,-89.543809731,6950000.0,370.2,"Casa en Cholul, Mérida",4.0,4.0,cholul
,venta casa equipada 3 recamaras en privada al norte de merida cholul,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,4100000.0,587.0,"Casa en Cholul, Mérida",3.0,3.0,cholul
,en venta casa en las americas ll,easybroker,las americas,,,2024-02-21 13:04:12.121546,21.0678183,-89.6468438,2950000.0,200.0,"Casa en Las Américas, Mérida",3.0,4.0,las americas
,casa en venta merida kantera dzitya alberca ultima disponible.,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0605674823,-89.6502308779,3145000.0,210.0,"Casa en Dzityá, Mérida",3.0,3.0,dzitya
,casa en venta en las americas ii,easybroker,las americas,,,2024-02-21 13:04:12.121546,21.0799734,-89.6569312,2300000.0,160.0,"Casa en Las Américas II, Mérida",2.0,3.0,las americas ii
,casa ceres homes,easybroker,,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,3695000.0,170.0,"Casa en Dzityá, Mérida",4.0,3.0,dzitya
,casa el pozo en la mejorada,easybroker,,,,2024-02-21 13:04:12.121546,,,5000000.0,178.8,"Casa en Mérida Centro, Mérida",4.0,3.0,
,ultima casa disponible en fraccionamiento en motebello,easybroker,,,,2024-02-21 13:04:12.121546,21.0306572,-89.5945502,4600000.0,170.0,"Casa en Montebello, Mérida",4.0,3.0,montebello
,casa de un piso en fracc. del parque,easybroker,del parque,,,2024-02-21 13:04:12.121546,20.9973783,-89.6302389,1850000.0,180.0,"Casa en Del Parque, Mérida",,,pedregales de tanlum
,residencial de dos pisos en oviedo cholul,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,4105000.0,175.0,"Casa en Cholul, Mérida",4.0,3.0,cholul
,casa remodelada en centro historico de merida,easybroker,,,,2024-02-21 13:04:12.121546,20.966909788,-89.6271737121,9000000.0,115.0,"Casa en Mérida Centro, Mérida",,2.0,centro
,casa animaya,easybroker,maya,,,2024-02-21 13:04:12.121546,21.0057849,-89.6973642,2300000.0,119.0,"Casa en Caucel, Mérida",,2.0,caucel
,casa zante,easybroker,,,,2024-02-21 13:04:12.121546,20.996315,-89.5674483,2950000.0,246.0,"Casa en Leandro Valle, Mérida",2.0,3.0,leandro valle
,casa santa gertrudis,easybroker,,,,2024-02-21 13:04:12.121546,21.0381057,-89.5933722,4990000.0,335.0,"Casa en Santa Gertrudis Copo, Mérida",5.0,3.0,santa gertrudis copo
,hermosas casas en venta de una sola planta al norte de merida,easybroker,,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,6200000.0,242.0,"Casa en Cholul, Mérida",4.0,3.0,cholul
,hermosas casas en venta de una sola planta al norte de merida,easybroker,,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,6200000.0,242.0,"Casa en Cholul, Mérida",4.0,3.0,cholul
,casa en la bojorquez,easybroker,bojorquez,,,2024-02-21 13:04:12.121546,20.9771327,-89.6510504,1950000.0,92.61,"Casa en Bojorquez, Mérida",,3.0,bojorquez
,casa residencial al norte de merida cerca de conkal,easybroker,,,,2024-02-21 13:04:12.121546,21.0885643112,-89.5569419861,4745000.0,238.45,"Casa en Chablekal, Mérida",3.0,3.0,
,casa en venta merida dzitya 277m2. casa adriana es para ti equipada y lista,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0593893418,-89.6709589116,4900000.0,277.0,"Casa en Dzityá, Mérida",4.0,3.0,dzitya
,casa en venta en dzitya de tres habitacionesy piscina lista para entrega,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0578295855,-89.6584796906,2680000.0,195.0,"Casa en Dzityá, Mérida",2.0,3.0,dzitya
,casa en preventa en dzitya merida,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,3990000.0,285.0,"Casa en Dzityá, Mérida",3.0,3.0,dzitya
,casa en venta de un piso  el cortijo carretera merida progreso,easybroker,,,,2024-02-21 13:04:12.121546,20.9673702,-89.5925857,10900000.0,,"Casa en Progreso de Castro Centro, Mérida",3.0,3.0,lazaro cardenas
,casa en venta zona residencial de campestre,easybroker,campestre,,,2024-02-21 13:04:12.121546,21.0113353,-89.6169246,9450000.0,728.0,"Casa en Campestre, Mérida",7.0,6.0,campestre
,casa en venta de una planta en monterreal merida zona norte,easybroker,monterreal,,,2024-02-21 13:04:12.121546,21.0224621,-89.5951391,11800000.0,460.0,"Casa en Monterreal, Mérida",5.0,4.0,monterreal
,casa en venta de 1 planta en san pedro uxmal merida.,easybroker,san pedro uxmal,,,2024-02-21 13:04:12.121546,21.0173572,-89.6451688,9950000.0,468.0,"Casa en San Pedro Uxmal, Mérida",5.0,4.0,san pedro uxmal
,residencia en venta  zona exclusiva cholul,easybroker,cholul,,,2024-02-21 13:04:12.121546,21.0411724,-89.5550539,3799000.0,252.0,"Casa en Cholul, Mérida",4.0,3.0,cholul
,en venta vasa de 2 plantas  el cortijo carretera merida progreso,easybroker,,,,2024-02-21 13:04:12.121546,20.9673702,-89.5925857,12900000.0,,"Casa en Progreso de Castro Centro, Mérida",4.0,3.0,lazaro cardenas
,casa con alberca en venta  bellavista dzitya,easybroker,bellavista,,,2024-02-21 13:04:12.121546,21.0571174,-89.6676559,6350000.0,390.0,"Casa en Bellavista, Mérida",4.0,4.0,dzitya
,en venta casa con piscina a un costado de altabrisa vista alegre nte,easybroker,vista alegre,,,2024-02-21 13:04:12.121546,21.0276793612,-89.5743234046,3500000.0,263.64,"Casa en Vista Alegre Norte, Mérida",3.0,4.0,vista alegre norte
,casa en venta colonial en centro de merida,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,10500000.0,164.0,"Casa en Mérida Centro, Mérida",,6.0,centro
,casa en venta para inversionistas en el centro de merida barrio santiago,easybroker,,,,2024-02-21 13:04:12.121546,20.9681469,-89.6298724,3900000.0,229.44,"Casa en Mérida Centro, Mérida",2.0,2.0,centro
,casas en venta  cumbres novonorte,easybroker,,,,2024-02-21 13:04:12.121546,20.9673702,-89.5925857,2520000.0,197.04,"Casa en Mérida, Mérida",2.0,2.0,lazaro cardenas
,en venta casa con 4 recamaras  el cortijo carretera merida progreso,easybroker,,,,2024-02-21 13:04:12.121546,20.9673702,-89.5925857,10490000.0,332.0,"Casa en Progreso de Castro Centro, Mérida",4.0,4.0,lazaro cardenas
,dzitya casa de una planta en venta,easybroker,dzitya,,,2024-02-21 13:04:12.121546,21.0483333,-89.6780555,6825000.0,336.0,"Casa en Dzityá, Mérida",4.0,3.0,dzitya
,casas en venta  residencial campocielo,easybroker,,,,2024-02-21 13:04:12.121546,20.9973783,-89.6302389,3550000.0,160.0,"Casa en Royal del Parque, Mérida",2.0,2.0,pedregales de tanlum
